direccion,latitude,longitude,numero,compromiso,accion
Avenida Costanera Rafael Obligado,-34.558801,-58.418711,40,110 hectáreas de nuevo espacio verde público (2019),Aeroparque
Av. Don Pedro de Mendoza y Av. Regimiento de los Patricios,-34.649606,-58.367373,40,110 hectáreas de nuevo espacio verde público (2019),Camino de Sirga Etapa 1
Pedro de Luján y Río Limay,-34.657417,-58.384068,40,110 hectáreas de nuevo espacio verde público (2019),Camino de Sirga Etapa 2
Iguazú,-34.659419,-58.401969,40,110 hectáreas de nuevo espacio verde público (2019),Camino de Sirga Etapa 3
Av. Medrano y Bartolomé Mitre,-34.60952127,-58.4211501,40,110 hectáreas de nuevo espacio verde público (2019),Correor Verde del Oeste (Cruce Medrano)
Cramer 475,-34.574644,-58.444806,40,110 hectáreas de nuevo espacio verde público (2019),Plaza Cramer
Av. Alicia Moreau de Justo 2100,-34.623642,-58.364067,40,110 hectáreas de nuevo espacio verde público (2019),Dique 0
Av. Coronel Ramón Lorenzo Falcon y Av. Olivera,-34.636795,-58.486852,40,110 hectáreas de nuevo espacio verde público (2019),El Olimpo
Av. Piedra Buena y Av. José I. de la Rosa,-34.670808,-58.493537,40,110 hectáreas de nuevo espacio verde público (2019),Elefante Blanco
Olavarría y Av. Vélez Sarsfield,-34.64434062,-58.3914273,40,110 hectáreas de nuevo espacio verde público (2019),Estación Buenos Aires
Av. Belgrano y Catamarca,-34.61400942,-58.405714,40,110 hectáreas de nuevo espacio verde público (2019),Manzana 66
Tte. Gral. Juan Domingo Perón y Av. Díaz Vélez,-34.60807712,-58.4134267,40,110 hectáreas de nuevo espacio verde público (2019),Parque de la Estación
Av. Paseo Colón y Moreno,-34.610576,-58.368755,40,110 hectáreas de nuevo espacio verde público (2019),Parque del Bajo
Elcano y Del Campo,-34.590965,-58.466367,40,110 hectáreas de nuevo espacio verde público (2019),Plaza Elcano
Padre Carlos Mugica,-34.58229471,-58.3868021,40,110 hectáreas de nuevo espacio verde público (2019),Parque Lineal Illia
Av. Don Pedro de Mendoza y California,-34.642134,-58.358362,40,110 hectáreas de nuevo espacio verde público (2019),Paseo de la Ribera Etapa 1
Av. Don Pedro de Mendoza y Carlos F. Melo,-34.647301,-58.361747,40,110 hectáreas de nuevo espacio verde público (2019),Paseo de la Ribera Etapa 2
Av. Leandro N. Alem y Tucumán,-34.60044373,-58.3705314,40,110 hectáreas de nuevo espacio verde público (2019),Paseo del Bajo
Beiró y Estado Plurinacional de Bolivia,-34.592855,-58.490776,40,110 hectáreas de nuevo espacio verde público (2019),Plaza Paso Bajo Nivel Beiró
Figueroa Alcorta y Romero,-34.583302,-58.3905,40,110 hectáreas de nuevo espacio verde público (2019),Plaza República Federativa de Brasil
Monroe y Homberg,-34.568929,-58.477616,40,110 hectáreas de nuevo espacio verde público (2019),Plaza Monroe
Empedrado 2391,-34.599752,-58.48147,40,110 hectáreas de nuevo espacio verde público (2019),Plaza Empedrado
Godoy Cruz y Paraguay,-34.582056,-58.429106,40,110 hectáreas de nuevo espacio verde público (2019),Plaza de las Ciencias
Aguaribay y Gana,-34.632978,-58.52661,40,110 hectáreas de nuevo espacio verde público (2019),PP Aguaribay 6768
Albarracin y Av. Vernet,-34.633928,-58.430381,40,110 hectáreas de nuevo espacio verde público (2019),PP Albarracín 1470
Av. Gral. Francisco Fernandez de la Cruz y Av. Escalada,-34.67596282,-58.4541623,40,110 hectáreas de nuevo espacio verde público (2019),Villa Olimpica
Av. 27 de Febrero y Arroyo Cildañez,-34.680132,-58.441234,40,110 hectáreas de nuevo espacio verde público (2019),Parque natural Lugano
Tucumán y Talcahuano,-34.600943,-58.384611,40,110 hectáreas de nuevo espacio verde público (2019),Plaza Lavalle
Av. Rivadavia y Av. 25 de Mayo,-34.609167,-58.387692,40,110 hectáreas de nuevo espacio verde público (2019),Plaza Congreso
Av. Asamblea y Emilio Mitre,-34.633843,-58.443101,40,110 hectáreas de nuevo espacio verde público (2019),Parque Chacabuco
Aguaribay y Gana,-34.632978,-58.52661,5,12 plazas nuevas (2019),Plaza Aguaribay 6768
Albarracin y Av. Vernet,-34.633928,-58.430381,5,12 plazas nuevas (2019),Plaza Albarracín 1470
Empedrado 2391,-34.599752,-58.48147,5,12 plazas nuevas (2019),Plaza Empedrado
Cramer 475,-34.574644,-58.444806,5,12 plazas nuevas (2019),Plaza Cramer
Beiró y Estado Plurinacional de Bolivia,-34.592855,-58.490776,5,12 plazas nuevas (2019),Plaza Paso Bajo Nivel Beiró
Figueroa Alcorta y Romero,-34.583302,-58.3905,5,12 plazas nuevas (2019),Plaza República Federativa de Brasil
Monroe y Homberg,-34.568929,-58.477616,5,12 plazas nuevas (2019),Plaza Monroe
Godoy Cruz y Paraguay,-34.582056,-58.429106,5,12 plazas nuevas (2019),Plaza de las Ciencias
Elcano y Del Campo,-34.590965,-58.466367,5,12 plazas nuevas (2019),Plaza Elcano
PEPIRI 135,-34.640615,-58.410583,25,12 Polideportivos y 4 grandes parques renovados (2019),Polideportivo Parque Patricios
MERCEDES 1300,-34.622349,-58.49116,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO POMAR
PATRON 6222,-34.646593,-58.513606,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO SANTOJANNI
"PERON, EVA AV. 1410",-34.633089,-58.444696,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO CHACABUCO
ORURO 1300,-34.626122,-58.40855,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO MARTIN FIERRO
"DE LA TORRE, LISANDRO AV. y MONTE",-34.667324,-58.495949,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO DORREGO
DE LOS CONSTITUYENTES AV. 3050,-34.591791,-58.476406,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO COSTA RICA
"FREIRE, RAMON, CAP. GRAL. 234",-34.57947,-58.444687,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO COLEGIALES
"MISTRAL, GABRIELA 3819",-34.594515,-58.51373,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO ONEGA
"HORNOS, GRAL. 1800",-34.638155,-58.376431,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO DON PEPE
LACARRA AV. 1257,-34.64604,-58.474339,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO AVELLANEDA
VELEZ SARSFIELD AV. 1271,-34.648999,-58.389671,25,12 Polideportivos y 4 grandes parques renovados (2019),Renovación - POLIDEPORTIVO PEREYRA
"SALGUERO, JERONIMO 3450",-34.57271,-58.401794,25,12 Polideportivos y 4 grandes parques renovados (2019),KDT - Manuel Belgrano
"BALBIN, RICARDO, DR. AV. 4750",-34.553106,-58.498538,25,12 Polideportivos y 4 grandes parques renovados (2019),Parque Sarmiento
"ROCA, CNEL. AV. 3490",-34.675416,-58.441243,25,12 Polideportivos y 4 grandes parques renovados (2019),Parque Roca
Av. Valentín Alsina y Av. Ernesto Tornquist,-34.558381,-58.436483,25,12 Polideportivos y 4 grandes parques renovados (2019),Parque Golf
Avenida Jujuy y Avenida Belgrano,-34.61411949,-58.4055811,39,2 nuevos espacios verdes en Once (2018),Manzana 66
"Perón, Entre Gallo y Anchorena",-34.607781,-58.413464,39,2 nuevos espacios verdes en Once (2018),Parque de la Estación
IGUAZU Y USPALLATA,-34.64002924,-58.40661339,33,200 estaciones de Eco Bici(2017),PARQUE PATRICIOS
REGIMIENTO DE PATRICIOS Y ARAOZ DE LAMADRID,-34.63997121,-58.36943055,33,200 estaciones de Eco Bici(2017),ECOBICI - MINISTERIO DE JUSTICIA Y SEGURIDAD (126)
SENILLOSA 1905 Y ZAÑARTU,-34.63850092,-58.42547747,33,200 estaciones de Eco Bici(2017),ECOBICI - SENILLOSA (67)
AVELINO DIAZ 499 Y DOBLAS,-34.63525028,-58.42740141,33,200 estaciones de Eco Bici(2017),ECOBICI - AVELINO DIAZ (97)
PERDRIEL Y FINOCHIETTO ENRIQUE,-34.63494896,-58.38776667,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL BRITANICO (138)
PINZON 469 Y MARTIN RODRIGUEZ,-34.63407209,-58.36093315,33,200 estaciones de Eco Bici(2017),ECOBICI - PINZON (176)
15 DE NOVIEMBRE DE 1889 2687 ENTRE CATAMARCA Y JUJUY,-34.63397763,-58.40096231,33,200 estaciones de Eco Bici(2017),ECOBICI - 15 DE NOVIEMBRE (105)
SALCEDO 3401 Y VIRREY LINIERS,-34.63330898,-58.41315047,33,200 estaciones de Eco Bici(2017),ECOBICI - VIRREY LINIERS (139)
SALCEDO 2908 Y DEAN FUNES,-34.63172469,-58.40501915,33,200 estaciones de Eco Bici(2017),ECOBICI - SALCEDO (92)
RUY DIAZ DE GUZMAN Y AV. MARTIN GARCIA,-34.63081221,-58.37170591,33,200 estaciones de Eco Bici(2017),ECOBICI - RUY DIAZ DE GUZMAN (73)
JUAN MANUEL BLANES 383,-34.63069281,-58.36208336,33,200 estaciones de Eco Bici(2017),ECOBICI - JUAN MANUEL BLANES (153)
CONSTITUCION 4101 Y TREINTA Y TRES ORIENTALES,-34.62881737,-58.4224224,33,200 estaciones de Eco Bici(2017),ECOBICI - TREINTA Y TRES ORIENTALES (49)
CAFFARENA AGUSTIN Y DON PEDRO DE MENDOZA,-34.62878078,-58.35625741,33,200 estaciones de Eco Bici(2017),ECOBICI - USINA DEL ARTE (108)
AV MARTIN GARCIA E IRALA,-34.62794705,-58.36936035,33,200 estaciones de Eco Bici(2017),ECOBICI - PARQUE LEZAMA (6)
BRASIL Y DEFENSA,-34.62560718,-58.37098493,33,200 estaciones de Eco Bici(2017),ECOBICI - BRASIL (172)
DOBLAS 608 Y VALLE,-34.62412955,-58.43031987,33,200 estaciones de Eco Bici(2017),ECOBICI - DOBLAS (80)
CARLOS CALVO ENTRE VIRREY LINIERS Y SANCHEZ DE LORIA,-34.62285025,-58.4123982,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA BOEDO (28)
HOSPITAL FRANCES: CARLOS CALVO Y LA RIOJA,-34.62219445,-58.40778755,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL FRANCES (146)
AV SAN JUAN 632,-34.62205994,-58.37475251,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA CECILIA GRIERSON (173)
SAAVEDRA 1027 ENTRE CARLOS CALVO Y HUMBERTO 1Ñ,-34.62135608,-58.40172037,33,200 estaciones de Eco Bici(2017),ECOBICI - SAAVEDRA (86)
CARLOS CALVO Y SARANDI,-34.62060134,-58.39476949,33,200 estaciones de Eco Bici(2017),ECOBICI - CARLOS CALVO (93)
GUAYAQUIL 213 Y DOBLAS,-34.61982854,-58.4315359,33,200 estaciones de Eco Bici(2017),ECOBICI - GUAYAQUIL (87)
ROSARIO VERA PEÑALOZA Y OLGA COSSETTINI,-34.61808202,-58.36309051,33,200 estaciones de Eco Bici(2017),ECOBICI - VERA PEÑALOZA (150)
ESTADOS UNIDOS ENTRE AZOPARDO Y HUERGO AV,-34.61806695,-58.36675529,33,200 estaciones de Eco Bici(2017),ECOBICI - FACULTAD DE INGENIERIA (164)
"AGRELO ENTRE  GRAL. URQUIZA, Y GRAL. LA RIOJA",-34.61754909,-58.40911048,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL RAMOS MEJIA (120)
PASCO 708 ENTRE CHILE Y AV INDEPENDENCIA,-34.61749149,-58.39754707,33,200 estaciones de Eco Bici(2017),ECOBICI - PASCO (91)
VERA PEÑALOSA ENTRE CALABRIA Y JULIETA LANTERI,-34.61748582,-58.35913143,33,200 estaciones de Eco Bici(2017),ECOBICI - JULIETA LANTERI (152)
AV. INDEPENDENCIA Y 9 DE JULIO,-34.61737315,-58.38048066,33,200 estaciones de Eco Bici(2017),ECOBICI - INDEPENDENCIA (18)
SAAVEDRA Y MEXICO,-34.61681258,-58.40282668,33,200 estaciones de Eco Bici(2017),ECOBICI - MEXICO (118)
PERU 726,-34.61637848,-58.37438882,33,200 estaciones de Eco Bici(2017),ECOBICI - CHILE (46)
BALCARCE 683 ENTRE CHILE Y DEFENSA,-34.61584741,-58.37087877,33,200 estaciones de Eco Bici(2017),ECOBICI - BALCARCE (81)
MOREAU DE JUSTO 1500,-34.61555143,-58.36574586,33,200 estaciones de Eco Bici(2017),ECOBICI - PUERTO MADERO - UCA (10)
LIMA Y MEXICO,-34.61536396,-58.38143489,33,200 estaciones de Eco Bici(2017),ECOBICI - LIMA (149)
VENEZUELA 2091 Y RINCON,-34.6151962,-58.39589747,,200 estaciones de Eco Bici(2017),Estación de EcoBici: Rincon
BALCARCE 482 ENTRE BELGRANO Y VENEZUELA,-34.61338465,-58.37057662,33,200 estaciones de Eco Bici(2017),ECOBICI - BELGRANO (57)
MISIONES ENTRE ADOLFO ALSINA Y MORENO,-34.61286709,-58.40423005,33,200 estaciones de Eco Bici(2017),ECOBICI - MISIONES  (88)
9 DE JULIO Y MORENO,-34.6123893,-58.38076631,33,200 estaciones de Eco Bici(2017),ECOBICI - 9 DE JULIO (112)
PICHINCHA ENTRE ADOLFO ALSINA Y MORENO,-34.61212359,-58.3989047,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA PRIMERO DE MAYO (75)
DON BOSCO Y VIRREY LINIERS,-34.61187588,-58.41551584,33,200 estaciones de Eco Bici(2017),ECOBICI - DON BOSCO (134)
AZUCENA VILLAFLOR 553 ENTRE CALABRIA Y AIME PAINE,-34.61180791,-58.3609058,33,200 estaciones de Eco Bici(2017),ECOBICI - AIME PAINE (151)
AZUCENA VILLAFLOR Y PIERINA DEALESSI,-34.61172068,-58.36396908,33,200 estaciones de Eco Bici(2017),ECOBICI - AZUCENA VILLAFLOR (79)
MORENO 834 ENTRE TACUARI Y PIEDRAS,-34.611714,-58.37812172,33,200 estaciones de Eco Bici(2017),ECOBICI - MORENO (98)
SARANDI ENTRE ADOLFO ALSINA E HIPOLITO YRIGOYEN,-34.61127031,-58.3948309,33,200 estaciones de Eco Bici(2017),ECOBICI - SARANDI (77)
AV. ING.HUERGO Y AV. BELGRANO,-34.61124202,-58.36891784,33,200 estaciones de Eco Bici(2017),ECOBICI - ADUANA (3)
BOLIVAR ENTRE ADOLFO ALSINA Y MORENO,-34.61078242,-58.37355746,33,200 estaciones de Eco Bici(2017),ECOBICI - COLEGIO NACIONAL BUENOS AIRES (47)
ADOLFO ALSINA Y BERNARDO DE IRIGOYEN,-34.61057222,-58.38076694,33,200 estaciones de Eco Bici(2017),ECOBICI - ALSINA (24)
PERU Y DIAGONAL SUR,-34.60995934,-58.37471724,33,200 estaciones de Eco Bici(2017),ECOBICI - LEGISLATURA (EX PLAZA DE MAYO) (16)
AV. HIPOLITO YRIGOYEN Y VIRREY CEBALLOS,-34.60993046,-58.38925326,33,200 estaciones de Eco Bici(2017),ECOBICI - CONGRESO (8)
PLAZA MISERERE,-34.609622,-58.40659928,33,200 estaciones de Eco Bici(2017),ECOBICI - ONCE (13)
BALCARCE 101 ENTRE AV. HIPOLITO YRIGOYEN Y ALSINA,-34.60908604,-58.37083437,33,200 estaciones de Eco Bici(2017),ECOBICI - MINISTERIO DE ECONOMIA (61)
PATRICIAS ARGENTINAS Y CARLOS FINLAY,-34.60845904,-58.43457679,33,200 estaciones de Eco Bici(2017),ECOBICI - PARQUE CENTENARIO (29)
ESMERALDA Y RIVADAVIA,-34.60791436,-58.37786401,33,200 estaciones de Eco Bici(2017),ECOBICI - PIEDRAS (37)
SAN MARTIN Y RIVADAVIA,-34.6077278,-58.37353143,33,200 estaciones de Eco Bici(2017),ECOBICI - CATEDRAL (32)
SANCHEZ DE BUSTAMANTE Y PERON JUAN,-34.60708901,-58.41466775,33,200 estaciones de Eco Bici(2017),ECOBICI - SANCHEZ DE BUSTAMANTE (52)
DR. RODOLFO RIVAROLA 175 ENTRE TTE. GRAL. JUAN DOMINGO PERON Y BARTOLOME MITRE,-34.60664735,-58.38539757,33,200 estaciones de Eco Bici(2017),ECOBICI - RIVAROLA (68)
PLAZA ALMAGRO,-34.60639853,-58.41883221,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA ALMAGRO (17)
AV. 9 DE JULIO Y TTE. GRAL JUAN DOMINGO PERON,-34.6058405,-58.3809896,33,200 estaciones de Eco Bici(2017),ECOBICI - OBELISCO (7)
PERON JUAN ENTRE 25 DE MAYO Y RECONQUISTA,-34.60549118,-58.37159486,33,200 estaciones de Eco Bici(2017),ECOBICI - PERON (48)
MAIPU Y SARMIENTO,-34.60536887,-58.37659603,33,200 estaciones de Eco Bici(2017),ECOBICI - MAIPU (36)
MACACHA GUEMES Y JUANA MANSO,-34.60496916,-58.36299966,33,200 estaciones de Eco Bici(2017),ECOBICI - MACACHA GUEMES (111)
BILLINGHURST 455 Y VALENTIN GOMEZ,-34.60463523,-58.4157587,33,200 estaciones de Eco Bici(2017),ECOBICI - BILLINGHURST Y VALENTIN GOMEZ (143)
"SARMIENTO 481, ENTRE RECONQUISTA Y SAN MARTIN",-34.60439806,-58.3733711,33,200 estaciones de Eco Bici(2017),ECOBICI - SARMIENTO (40)
PLAZA HIPOLITO BOUCHARD - AV EDUARDO MADERO Y PERON JUAN,-34.60412886,-58.36823197,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA HIPOLITO BOUCHARD (128)
ESMERALDA Y AV CORRIENTES,-34.60371878,-58.37810664,33,200 estaciones de Eco Bici(2017),ECOBICI - ESMERALDA Y CORRIENTES (175)
PADILLA Y WARNES AV,-34.60316236,-58.43970922,33,200 estaciones de Eco Bici(2017),ECOBICI - PADILLA (31)
AV CORRIENTES Y SAN MARTIN,-34.60312087,-58.37367608,33,200 estaciones de Eco Bici(2017),ECOBICI - CORRIENTES (132)
LAVALLE ENTTRE MONTEVIDEO Y PARANA,-34.60300444,-58.38841509,33,200 estaciones de Eco Bici(2017),ECOBICI - PARANA (83)
AV. ROQUE SAENZ PEÑA 1149 ENTRE LIBERTAD Y CERRITO,-34.60299577,-58.38284297,33,200 estaciones de Eco Bici(2017),ECOBICI - CERRITO (71)
AYACUCHO 595 ENTRE TUCUMAN Y LAVALLE,-34.60229012,-58.39547166,33,200 estaciones de Eco Bici(2017),ECOBICI - LAVALLE (84)
ESMERALDA 510,-34.6020919,-58.37817354,33,200 estaciones de Eco Bici(2017),ECOBICI - ESMERALDA (95)
HUMAHUACA 3918,-34.60205792,-58.41967786,33,200 estaciones de Eco Bici(2017),ECOBICI - HUMAHUACA (161)
BOULOGNE SUR MER Y TUCUMAN,-34.60177971,-58.40579041,33,200 estaciones de Eco Bici(2017),ECOBICI - PUEYRREDON (144)
GUARDIA VIEJA 3606 ENTRE BILLINGHURST Y MARIO BRAVO,-34.6017606,-58.4154594,33,200 estaciones de Eco Bici(2017),ECOBICI - GUARDIA VIEJA (110)
LAVALLE Y BOUCHARD,-34.60172109,-58.36895038,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA ROMA (4)
25 DE MAYO Y LAVALLE,-34.6016385,-58.37115547,33,200 estaciones de Eco Bici(2017),ECOBICI - 25 DE MAYO (60)
TUCUMAN Y URUGUAY,-34.60161603,-58.38691266,33,200 estaciones de Eco Bici(2017),ECOBICI - URUGUAY (45)
TUCUMAN Y CERRITO,-34.60158617,-58.38244877,33,200 estaciones de Eco Bici(2017),ECOBICI - TUCUMAN (51)
TRIBUNALES,-34.60131281,-58.38502161,33,200 estaciones de Eco Bici(2017),ECOBICI - TRIBUNALES (11)
EMMA DE LA BARRA Y JUANA MANSO,-34.60100069,-58.36360359,33,200 estaciones de Eco Bici(2017),ECOBICI - JUANA MANSO (26)
YATAY 925 ENTRE HUMAHUACA Y GUARDIA VIEJA,-34.60081839,-58.42826759,33,200 estaciones de Eco Bici(2017),ECOBICI - YATAY (121)
SUIPACHA Y VIAMONTE,-34.60029578,-58.37956612,33,200 estaciones de Eco Bici(2017),ECOBICI - SUIPACHA (23)
GALLO Y TUCUMAN,-34.60022486,-58.41210472,33,200 estaciones de Eco Bici(2017),ECOBICI - GALLO (154)
VELASCO 285 ENTRE JULIAN ALVAREZ Y LAVALLEJA,-34.60016466,-58.43495487,33,200 estaciones de Eco Bici(2017),ECOBICI - VELASCO (129)
ACEVEDO Y PADILLA,-34.59981257,-58.44290127,33,200 estaciones de Eco Bici(2017),ECOBICI - ACEVEDO (136)
"SAN MARTIN 710, ENTRE VIAMONTE Y CORDOBA",-34.59957943,-58.37415729,33,200 estaciones de Eco Bici(2017),ECOBICI - GALERIAS PACIFICO (34)
AV. CORDOBA Y MONTEVIDEO,-34.59956788,-58.389896,33,200 estaciones de Eco Bici(2017),ECOBICI - MONTEVIDEO (27)
VIAMONTE 101 Y BOUCHARD,-34.59933746,-58.36962171,33,200 estaciones de Eco Bici(2017),ECOBICI - BOUCHARD (55)
PLAZA HOUSSAY,-34.59918985,-58.39852145,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA HOUSSAY (43)
LAVALLE Y ACUÑA DE FIGUEROA,-34.59822218,-58.42170461,33,200 estaciones de Eco Bici(2017),ECOBICI - ACUÑA DE FIGUEROA (54)
URIBURU Y MARCELO T. DE ALVEAR,-34.59712661,-58.39871709,33,200 estaciones de Eco Bici(2017),ECOBICI - FACULTAD DE MEDICINA (33)
CERRITO Y MARCELO T. DE ALVEAR,-34.59699018,-58.38289538,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA LIBERTAD (38)
LERMA 185 Y JULIAN ALVAREZ,-34.59669374,-58.42959068,33,200 estaciones de Eco Bici(2017),ECOBICI - LERMA (109)
MARCELO T DE ALVEAR Y SUIPACHA,-34.59645576,-58.37976485,33,200 estaciones de Eco Bici(2017),ECOBICI - MARCELO T. DE ALVEAR (135)
MALABIA 780 Y LOYOLA,-34.59628054,-58.43561549,33,200 estaciones de Eco Bici(2017),ECOBICI - MALABIA (99)
SAN MARTIN 1031,-34.59588144,-58.3742823,33,200 estaciones de Eco Bici(2017),ECOBICI - RICARDO ROJAS (53)
ECUADOR 1200 Y MANSILLA,-34.59586235,-58.40435606,33,200 estaciones de Eco Bici(2017),ECOBICI - ECUADOR (69)
PLAZA SAN MARTIN,-34.59540479,-58.37754893,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA SAN MARTIN (19)
CARLOS M. DELLA PAOLERA 297 ENTRE LEANDRO N ALEM Y EDUARDO MADERO,-34.5947531,-58.37253506,33,200 estaciones de Eco Bici(2017),ECOBICI - DELLA PAOLERA (114)
DE LA CARCOVA 3508,-34.59462914,-58.41385893,33,200 estaciones de Eco Bici(2017),ECOBICI - BILLINGHURST (66)
AGUERO Y MANSILLA,-34.59461611,-58.409034,33,200 estaciones de Eco Bici(2017),ECOBICI - AGÜERO (85)
RIOBAMBA Y JUNCAL,-34.59414903,-58.39443968,33,200 estaciones de Eco Bici(2017),ECOBICI - RIOBAMBA (64)
PLAZA VICENTE LOPEZ,-34.59317728,-58.38894887,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA VICENTE LOPEZ (12)
VILLARROEL Y HUMBOLDT,-34.59283921,-58.44509866,33,200 estaciones de Eco Bici(2017),ECOBICI - VILLARROEL (185)
CASTILLO 815 ENTRE THAMES Y SERRANO,-34.59270672,-58.43677115,33,200 estaciones de Eco Bici(2017),ECOBICI - CASTILLO (100)
BILLINGHURST 1533 Y MANSILLA,-34.59269661,-58.41191367,33,200 estaciones de Eco Bici(2017),ECOBICI - BILLINGHURST Y MANSILLA (181)
ARAOZ 1413 ENTRE GORRITI Y HONDURAS,-34.59267251,-58.42581644,33,200 estaciones de Eco Bici(2017),ECOBICI - ARAOZ (70)
AV. DR.JOSE RAMOS MEJIA Y DEL LIBERTADOR AV,-34.59258881,-58.37482179,33,200 estaciones de Eco Bici(2017),ECOBICI - RETIRO (2)
PLAZA FUERZA AEREA: AV. DR. J. RAMOS MEJIA Y AV DEL LIBERTADOR,-34.59194086,-58.3742851,33,200 estaciones de Eco Bici(2017),ECOBICI - RETIRO II (130)
PLAZA FUERZA AEREA: AV. DR. J. RAMOS MEJIA Y AV DEL LIBERTADOR,-34.59184649,-58.37421003,33,200 estaciones de Eco Bici(2017),ECOBICI - RETIRO III (131)
GUZMAN Y LEIVA,-34.59181912,-58.44944206,33,200 estaciones de Eco Bici(2017),ECOBICI - GUZMAN (94)
COSTA RICA 4090 Y ACUÑA DE FIGUEROA,-34.59162446,-58.42040744,33,200 estaciones de Eco Bici(2017),ECOBICI - COSTA RICA (122)
ARROYO Y SUIPACHA,-34.59141569,-58.38033824,33,200 estaciones de Eco Bici(2017),ECOBICI - ARROYO (78)
AZCUENAGA Y PEÑA,-34.59039361,-58.39737836,33,200 estaciones de Eco Bici(2017),ECOBICI - PEÑA (30)
GÑEMES 3328 Y CORONEL DIAZ,-34.59022448,-58.41149532,33,200 estaciones de Eco Bici(2017),ECOBICI - CORONEL DIAZ (59)
SALGUERO JERONIMO Y MANSILLA,-34.58952073,-58.41606502,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA GUEMES (25)
COSTA RICA Y MALABIA,-34.58937118,-58.42507243,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA PALERMO VIEJO (56)
VICENTE LOPEZ 2050 ENTRE JUNIN Y URIBURU,-34.58914974,-58.39331745,33,200 estaciones de Eco Bici(2017),ECOBICI - CEMENTERIO DE LA RECOLETA (166)
FITZ ROY 1092 Y LOYOLA,-34.58904915,-58.4424227,33,200 estaciones de Eco Bici(2017),ECOBICI - FITZ ROY (101)
PLAZA EMILIO MITRE - LARREA Y PACHECO DE MELO,-34.58833959,-58.39766869,33,200 estaciones de Eco Bici(2017),ECOBICI - EMILIO MITRE (119)
MANUEL QUINTANA 600,-34.58781205,-58.39078628,33,200 estaciones de Eco Bici(2017),ECOBICI - QUINTANA (115)
AV CORRIENTES 6800 Y FEDERICO LACROZE,-34.58754836,-58.45506219,33,200 estaciones de Eco Bici(2017),ECOBICI - FEDERICO LACROZE (104)
GÑEMES 3822 ENTRE JULIAN ALVAREZ Y ARAOZ,-34.58721574,-58.41593968,33,200 estaciones de Eco Bici(2017),ECOBICI - JULIAN ALVAREZ (65)
JUAN MARIA GUTIERREZ ENTRE AGUERO Y LAPRIDA,-34.58711721,-58.39936857,33,200 estaciones de Eco Bici(2017),ECOBICI - GUTIERREZ (90)
GUATEMALA 4799 ENTRE J.L. BORGES Y GURRUCHAGA,-34.58566944,-58.42520466,33,200 estaciones de Eco Bici(2017),ECOBICI - GUATEMALA (113)
ARMENIA 2393 Y CHARCAS,-34.58542422,-58.42104415,33,200 estaciones de Eco Bici(2017),ECOBICI - ARMENIA (123)
PARQUE LAS HERAS,-34.58391457,-58.40714467,33,200 estaciones de Eco Bici(2017),ECOBICI - PARQUE LAS HERAS (9)
LUCENA PEREYRA 2516 ENTRE LAS HERAS Y PAGANO,-34.58367733,-58.40114778,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL RIVADAVIA (50)
AV. PRES.FIGUEROA ALCORTA Y  JUAN A.BIBILONI,-34.58313308,-58.39245207,33,200 estaciones de Eco Bici(2017),ECOBICI - FACULTAD DE DERECHO (1)
CABELLO ENTRE CNEL DIAZ Y ORTIZ DE OCAMPO,-34.58247238,-58.4053127,33,200 estaciones de Eco Bici(2017),ECOBICI - CABELLO (89)
UGARTECHE ENTRE CABELLO Y LAS HERAS,-34.58108161,-58.41231356,33,200 estaciones de Eco Bici(2017),ECOBICI - UGARTECHE (124)
